,tweet_id,sentiment,content
514,1957087059,fear,is desperatly hoping my dad takes me to vanessa's game
515,1957087780,fear,@pb_and_jay hi!  Fuck your job!
516,1957087793,sadness,Missing you all deeply
518,1957088179,happy,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
519,1957088224,sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
521,1957088574,fear,Somebody please save the polar bears!
522,1957088900,fear,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =(("
523,1957089208,sadness,I don't want her to leave..
525,1957089465,happy,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
527,1957089935,anger,Working   But it's Fridaaaayyyyy
528,1957090025,fear,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
529,1957090285,fear,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
530,1957090408,sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
531,1957090493,surprise,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
532,1957090496,sadness,@WillyNorthpole I wish I was there
533,1957090643,sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
536,1957091327,sadness,morning again! I hate mornings. So offensive!
538,1957091372,sadness,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
540,1957092017,sadness,@brianshead waah. We're no longer your peeps.
541,1957092623,sadness,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
542,1957092921,surprise,Extremly deep
543,1957093069,happy,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
546,1957093185,fear,hoping i didn't fail english. that would just be sad
547,1957093471,fear,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
549,1957093920,sadness,@MariusLT I'm sorry about your bad driving experiences.
551,1957094323,sadness,Already misses @CMontecillo
552,1957094812,anger,"plan may changes , nooooooo"
553,1957094989,anger,my sister is a douchebag
554,1957095452,surprise,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
556,1957096302,fear,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
557,1957096324,sadness,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
559,1957097210,fear,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
560,1957097329,surprise,@astynes Me too.  Wonder if Mnet will show it...
563,1957098732,fear,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
564,1957098844,sadness,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick
565,1957098983,sadness,"First my work computer, now my home laptop is fucked."
566,1957099112,fear,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
567,1957099375,fear,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
568,1957099717,fear,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
569,1957099719,fear,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
571,1957099758,fear,I'm bummed that I can't wear my sweet Nike kicks to work.
572,1957100044,fear,@Pickleybaby - your twitter is broken
574,1957100428,sadness,@joek949 It's depressing I'm stuck inside all day
575,1957100610,fear,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
576,1957100791,sadness,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
578,1957101953,happy,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
579,1957102054,sadness,"Woke Up,I Wanna Stay In My bed"
580,1957102266,fear,depressed that i wasn't included in the morcom gardens quiz on facebook
581,1957102331,fear,"@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here"
582,1957102464,sadness,Upsidedown tomato plants died!
584,1957102785,fear,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
586,1957103680,fear,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online."
587,1957103831,sadness,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
588,1957103842,happy,"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride"
589,1957103882,fear,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
590,1957104001,fear,@RDeRozario woops! I only just realized my DMs to you are not going through
592,1957104795,surprise,I cant use my blackberry today. This sucks.
595,1957104948,sadness,@prncsztalia why do you hate me!?
596,1957105472,anger,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
598,1957105755,sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
599,1957106132,fear,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!
600,1957106328,sadness,#jonaswebcast i just missed it!!!!
601,1957106609,anger,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
603,1957106916,sadness,So exhausted..can't sleep. I don't like these nights
604,1957107095,sadness,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
605,1957107599,surprise,lol i cant drink!!
606,1957107658,surprise,"if bill compton has wii, why can't he have twitter?"
607,1957108151,sadness,@NothinButSin sorry to hear that.
608,1957108253,fear,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up"
609,1957109281,sadness,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
610,1957109545,fear,Cannot sleep. 2+ hours of tossing and turning.
611,1957109983,fear,Omg going to die of swine flu when I go to Melbourne
612,1957110088,anger,Packing  I don't like it..
615,1957111072,sadness,finished a whole box of ice cream
618,1957111418,fear,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
620,1957111702,fear,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
624,1957112843,happy,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me"
625,1957112874,fear,Holy crap! It's raining in LA and I don't have a jacket!  oh no.
628,1957113231,fear,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work."
629,1957113346,happy,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it"
630,1957113650,sadness,@chrisontv88 btw I am not a wimp
632,1957113844,fear,Rejecting all food substances.
633,1957114162,fear,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15."
634,1957114575,sadness,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
635,1957114604,anger,"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ..."
636,1957114904,fear,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
637,1957114960,sadness,I don't wanna go back to work   sleepy time.
638,1957115194,fear,@jprestonian It feels not good.
641,1957115546,fear,Thinking about getting up for work
643,1957115997,fear,I was a very naughty girl tonight. dissappointed with myself
644,1957116154,fear,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
645,1957116289,sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
646,1957116742,surprise,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
647,1957116748,surprise,Just saw a fox!  as i was getting on the freeway... I hope it goes home
649,1957117050,surprise,recapping on britains got talent. britain seems more talented than america
653,1957117968,sadness,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!"
654,1957118155,sadness,I miss my friend
656,1957118513,sadness,Yea i just saw this really sad commercial
657,1957118612,sadness,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
662,1957120282,fear,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error
663,1957120549,sadness,Hates having to sleep alone
666,1957120823,fear,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight"
667,1957120981,sadness,I loved johnny carson now I'm going to hate seeing jay leno go
668,1957121259,sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
669,1957121670,fear,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday
670,1957121753,fear,@Tiff_Tiff_Marie  I think I do it too much....
671,1957121970,sadness,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though
672,1957122083,fear,@GQbound I didn't end up really eating  had more snacks. sigh
673,1957122354,surprise,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.
675,1957122777,fear,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..
676,1957122923,sadness,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
677,1957123048,happy,@UniqueMakis Awesome! Wish I could fly out to see her
678,1957123281,sadness,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
680,1957123469,fear,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came..."
683,1957124014,fear,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body
